substance,common_name,alt_names,type,mechanism,source,evidence_floor,candidate,duke_uses,gn_mechanism,gn_warning,matched_chem,duke_activities,duke_superacts,n_cousins
Thuja orientalis,Po Tzu,,phytochemical,Carcinoma,Dr. Duke,,,Ache(Head)|Apprehension|Astringent|Burn|Carcinoma|Coagulant|Cold|Constipation|Convulsion|Diuretic|Dysmenorrhea|Ejaculation|Emmenagogue|Enterostenosis|Epistaxis|Fattening|Fever|Hair-Tonic|Hematemesis|Hematofeces|Hematuria|Hemorrhage|Hemostat|Hemostatic|Hidrosis|Insomnia|Laxative|Lenitive|Liver|Menorrhagia|Metrorrhagia|Nausea|Nervine|Neurasthenia|Palpitation|Parasiticide|Perspiration|Piles|Refrigerant|Resolvent|Rheumatism|Scald|Sedative|Skin|Tonic|Tumor,,pregnancy_caution,,,,0
Trichosanthes multiloba,,,phytochemical,Carcinoma,Dr. Duke,,,Abscess|Alactia|Amenorrhea|Anxiety|Astringent|Carcinoma|Chest|Congestion|Constipation|Diabetes|Expectorant|Fever|Flux|Inflammation|Jaundice|Mastitis|Oliguria|Pectoral|Placenta|Polyuria|Sore|Syphilis|Thirst|Tumor|Wound,,,,,,0
Vigna radiata,Hung Ton,,phytochemical,Carcinoma,Dr. Duke,,,Abscess|Antidote|Antivinous|Beri-Beri|Bladder|Boil|Carcinoma|Carminative|Cholera|Diuretic|Dysentery|Fever|Labor|Lactogogue|Placenta|Polyneuritis|Poultice|Preventitive(Abortifacient)|Puerperium|Restorative|Smallpox|Swelling|Tumor|Urogenital|Vertigo,,pregnancy_caution,,,,0
Laserpitium sp,Lasar,,phytochemical,Carcinoma(Gum),Dr. Duke,,,Carcinoma(Gum),,,,,,0
Symplocos theaefolia,,,phytochemical,Carcinoma,Dr. Duke,,,Carcinoma|Hyperglycemia|Leukemia|Malignancy,,,,,,0
Brucea javanica,Ya Dan Zi,,phytochemical,Cancer(Esophagus),Dr. Duke,,,Amebiasis|Anodyne|Anticoagulant|Bite(Centipede)|Boil|Cancer(Esophagus)|Cathartic|Cholagogueue|Colic|Condyloma|Corn|Cough|Diarrhea|Dysentery|Emetic|Fever|Insecticide|Labor|Malaria|Mange|Nematicide|Piles|Poison|Pulicide|Rheumatism|Ringworm|Scurf|Sore|Splenomegaly|Tumor(Lung)|Vermifuge|Wart|Wen,,bleeding_risk;general_toxicity,,,,0
Clematis hexapetala,Huang Yao Tzi,,phytochemical,Neoplasm,Dr. Duke,,,Neoplasm,,,,,,0
Viola mandshurica,,,phytochemical,Neoplasm,Dr. Duke,,,Neoplasm|Tumor,,,,,,0
Abelmoschus esculentus,Quingombo,,phytochemical,Tumor,Dr. Duke,,,Abortifacient|Abscess|Ache(Tooth)|Antidote|Aphrodisiac|Boil|Burn|Catarrh|Coffee|Colic|Cordial|Demulcent|Diarrhea|Diuretic|Dyspepsia|Dysuria|Emollient|Gonorrhea|Gum|Inflammation|Intestine|Labor|Lactogogue|Leprosy|Parturition|Pectoral|Pregnancy|Scald|Sore|Spasm|Stimulant|Sudorific|Syphilis|Tumor|Whitlow|Wound,,pregnancy_caution,,,,0
Abutilon americanum,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Acacia villosa,,,phytochemical,Tumor,Dr. Duke,,,Cancer|Expectorant|Gargle|Sore(Throat)|Tea|Throat|Tumor,,,,,,0
Acanthus sp,Acanthus,,phytochemical,Tumor,Dr. Duke,,,Burn|Cyst|Emollient|Pustule|Sclerosis(Liver)|Sclerosis(Spleen)|Tumor|Vaginitis|Wart,,,,,,0
Achillea ageratum,Ageraton,,phytochemical,Tumor,Dr. Duke,,,Tumor|Wound,,,,,,0
Achillea fragrantissima,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Achyranthes bidentata,Soei in soei in taloen,,phytochemical,Tumor,Dr. Duke,,,Ache(Head)|Ache(Tooth)|Ague|Amenorrhea|Anodyne|Antiperspirant|Anxiety|Aphthae|Coagulant|Diuretic|Emmenagogue|Epistaxis|Fever|Hemolytic|Hypertension|Impotency|Labor|Lumbago|Malaria|Medicine|Pain|Puerperium|Rheumatism|Skin|Thirst|Tonic|Tumor|Urogenital|Vermifuge,,pregnancy_caution,,,,0
Achyranthes porphyristachya,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aconitum lycoctonum,,,phytochemical,Tumor,Dr. Duke,,,Analgesic|Anodyne|Cancer|Diuretic|Fever|Narcotic|Poison|Sedative|Sudorific|Tumor,,general_toxicity,,,,0
Actaea spicata,Sheng Ma,,phytochemical,Tumor,Dr. Duke,,,Angina Pectoris|Antidote|Asthma|Cardiotonic|Dropsy|Hysteria|Nerves|Nervine|Pertussis|Phthisis|Poison|Preventitive(Death)|Preventitive(Malaria)|Preventitive(Miasm)|Preventitive(Poison)|Rheumatism|Sedative|Senility|Spasm|Tumor|Tumor(Thigh)|Vitus,,general_toxicity,,,,0
Adenanthera pavonina,,,phytochemical,Tumor,Dr. Duke,,,Boil|Gout|Rheumatism|Soap|Suppurative|Tonic|Tumor,,,,,,0
Adansonia digitata,Baobob,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Astringent|Diaphoretic|Dysentery|Fever|Fumigant|Malaria|Refrigerant|Rennet|Repellant(Insect)|Shampoo|Soap|Thirst|Tumor|Witchcraft,,,,,,0
Adenophora polymorpha,,,phytochemical,Tumor,Dr. Duke,,,Antidote(Arrow poison)|Antidote(Poison)|Bite(Bug)|Bite(Snake)|Cancer(Uterus)|Demulcent|Expectorant|Leukemia|Medicine|Refrigerant|Sore|Tumor,,general_toxicity,,,,0
Adiantum lunulatum,,,phytochemical,Tumor,Dr. Duke,,,Bite(Dog)|Cachexia|Colic|Diarrhea|Myalgia|Rabies|Swelling|Tumor,,,,,,0
Aegilops ovata,Aegilops,,phytochemical,Tumor,Dr. Duke,,,Alopecia|Eye|Tumor,,,,,,0
Aegopodium podograria,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aeolanthus lamborayi,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aeschynomene fascicularis,Cabalpich,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aethusa conyzoides,Kelihomandra,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aframomum granum-paradisi,Grains Of Paradise,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aframomum melegueta,Grains Of Paradise,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Anodyne|Aphrodisiac|Astringent|Carminative|Dysentery|Enteritis|Excitant|Fever|Gastritis|Liqueur|Malaria|Medicine|Piscicide|Preventitive(Migraine)|Preventitive(Rheumatism)|Sedative|Stimulant|Stomachic|Styptic|Tapeworm|Tonic|Tumor,,,,,,0
Agave cocui,Cocui,,phytochemical,Tumor,Dr. Duke,,,Intoxicant|Tumor,,general_toxicity,,,,0
Agave sobolifera,Cocui,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Agave sp,Duba Xha,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Anodyne|Aposteme|Astringent|Condyloma|Depurative|Dysentery|Gonorrhea|Purgative|Side|Sore(Veterinary)|Tumor|Wound,,,,,,0
Ageratum conyzoides,Rompesaraguelo,,phytochemical,Tumor,Dr. Duke,,,Abdomen|Abortifacient|Ague|Boil|Burn|Colic|Collyrium|Contraceptive|Cough|Craw-Craw|Cystitis|Decoagulant|Depurative|Diabetes|Dysentery|Dyspepsia|Emetic|Expectorant|Eye|Fever|Flu|Hemostat|Infection|Lithontriptic|Pneumonia|Poison|Poultice|Puerperium|Purgative|Resolvent|Rheumatism|Sleeping sickness|Sore|Stimulant|Sudorific|Syphilis|Tumor|Uterus|Venereal|Vulnerary|Wound,,general_toxicity;pregnancy_caution,,,,0
Aglaonema marantifolium,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Ajuga decumbens,Isha Nakasa,,phytochemical,Tumor,Dr. Duke,,,Abscess|Analgesic|Bite(Snake)|Boil|Bronchitis|Burn|Epistaxis|Fever|Hypertension|Inflammation|Pneumonia|Sore(Throat)|Tonsillitis|Trauma|Tumor|Wound,,,,,,0
Aleurites moluccana,,,phytochemical,Tumor,Dr. Duke,,,Ache(Head)|Ache(Stomach)|Aperient|Aphrodisiac|Asthma|Debility|Diarrhea|Dysentery|Fever|Gonorrhea|Hair-Oil|Laxative|Medicine|Poison|Purgative|Sciatica|Sore|Sprue|Stimulant|Sudorific|Swelling|Tumor|Unconsciousness|Womb|Wound,,general_toxicity,,,,0
Alisma plantago-aquatica,Damasonium,,phytochemical,Tumor,Dr. Duke,,,Astringent|Bactericide|Cancer(Stomach)|Diuretic|Dysuria|Edema|Ejaculation|Hypercholesterolemia|Hyperglycemia|Hypertension|Lactifuge|Leukemia|Lumbago|Nephritis|Poison|Rabies|Scurvy|Tumor|Venereal|Vertigo,,general_toxicity,,,,0
Allium bakeri,Hsieh Pai,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Allium vineale,Cepalla Bavosa,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Alnus glutinosa,Alder,,phytochemical,Tumor,Dr. Duke,,,Alterative|Astringent|Detersive|Diuretic|Fever|Foot|Sudorific|Tonic|Tumor|Vermifuge,,,,,,0
Alocasia macrorrhiza,,,phytochemical,Tumor,Dr. Duke,,,Ache(Ear)|Ache(Tooth)|Anodyne|Antidote(Laportea)|Antidote(Urticaria)|Aphrodisiac|Arthritis|Astringent|Bite(Scorpion)|Burn|Cough|Cyanogenetic|Diarrhea|Miasma|Nettle|Poison|Rheumatism|Rubefacient|Sore|Stimulant|Sunburn|Tumor,,general_toxicity,,,,0
Aloe ferox,Aloes Do Cabo,,phytochemical,Tumor,Dr. Duke,,,Aperient|Medicine|Tumor,,,,,,0
Aloe sp,Sabr,,phytochemical,Tumor,Dr. Duke,,,Boil|Bruise|Carbuncle|Cold|Corn|Depurative|Dropsy|Gonorrhea|Laxative|Parturition|Sclerosis|Sunburn|Swelling|Tumor|Wart(Uterus)|Wound,,,,,,0
Aloe succotrina,Aloes,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Althaea cannabina,Cannabis Sylvestris,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Althaea rosea,Malva Real,,phytochemical,Tumor,Dr. Duke,,,Astringent|Bite(Bug)|Cardiotonic|Chest|Demulcent|Diuretic|Dysentery|Dysmenorrhea|Emollient|Eruption|Expectorant|Fever|Labor|Leucorrhea|Malaria|Sore|Stomachic|Tonic|Tumor,,,,,,0
Amaranthus spinosus,Bajem Doeri,,phytochemical,Tumor,Dr. Duke,,,Bite(Snake)|Boil|Bronchitis|Colic|Diuretic|Dyspnea|Eczema|Emmenagogue|Emollient|Enema|Eruption|Expectorant|Fever|Gonorrhea|Inflammation|Lactogogue|Menorrhagia|Nausea|Piles|Snuff|Sudorific|Tumor|Tumor(Uterus),,pregnancy_caution,,,,0
Ambrosia maritima,,,phytochemical,Tumor,Dr. Duke,,,Astringent|Hemostat|Stimulant|Stomachic|Tumor,,,,,,0
Amorphophallus montanus,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Ampelopsis indica,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Juliania adstringens,Chalalactli,,phytochemical,Tumor,Dr. Duke,,,Astringent|Cancer|Esophagus|Gum|Malaria|Sore|Stomach|Tumor|Typhoid|Typhus|Wound,,,,,,0
Anacardium occidentale,Cashew,,phytochemical,Tumor,Dr. Duke,,,Ache(Stomach)|Ache(Tooth)|Asthma|Astringent|Burn|Callosity|Callus|Caries|Catarrh|Caustic|Cold|Congestion|Constipation|Corn|Cough|Debility|Dermatosis|Diabetes|Diarrhea|Diuretic|Dysentery|Dyspepsia|Fever|Freckle|Gargle|Hypertension|Inflammation|Intoxicant|Leprosy|Liqueur|Nausea|Piscicide|Poison|Purgative|Repellant(Insect)|Scurvy|Skin|Sore(Throat)|Stomatitis|Swelling|Syphilis|Tattoo|Termitifuge|Throat|Thrush|Tumor|Ulcer|Vesicant|Wart,,general_toxicity,,,,0
Anacyclus valentinus,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Anaphalis margaritacea,Cudweed,,phytochemical,Tumor,Dr. Duke,,,Poultice|Sore|Swelling|Tumor,,,,,,0
Anethum graveolens,Baston Do Diale,,phytochemical,Tumor,Dr. Duke,,,Ache(Stomach)|Balsamic|Bruise|Carminative|Cough|Detersive|Digestive|Diuretic|Dropsy|Jaundice|Lactogogue|Laxative|Medicine|Narcotic|Psychedelic|Resolvent|Sclerosis|Scurvy|Sedative|Sore|Stimulant|Stomachic|Tumor|Tumor(Abdomen),,,,,,0
Angelica sp,Tu Kuan Ts'Ao,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Anisotes trisulcus,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Annona reticulata,,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Astringent|Boil|Convulsion|Diarrhea|Diuretic|Dysentery|Epilepsy|Fever|Hepatomegaly|Inflammation|Insecticide|Pectoral|Pediculicide|Poison|Spasm|Tonic|Tumor|Vermifuge,,general_toxicity,,,,0
Annona silvestris,Araticum Do Mato,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Annona spinescens,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Annona squamosa,Custard Apple,,phytochemical,Tumor,Dr. Duke,,,Abortifacient|Astringent|Boil|Bruise|Cataplasm|Cold|Diarrhea|Diuretic|Dyspepsia|Fainting|Insecticide|Itch|Pectoral|Pediculicide|Purgative|Repellant(Insect)|Rheumatism|Soporific|Spasm|Stomachic|Suppurative|Tonic|Tumor|Vermifuge,,pregnancy_caution,,,,0
Antennaria plantaginifolia,,,phytochemical,Tumor,Dr. Duke,,,Bite(Snake)|Tumor,,,,,,0
Anthoxanthum odoratum,Gramade Olor,,phytochemical,Tumor,Dr. Duke,,,Emollient|Tumor,,,,,,0
Anthriscus cerecolium,Chervil,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Antirrhinum majus,Dragon,,phytochemical,Tumor,Dr. Duke,,,Astringent|Detergent|Diuretic|Liver|Scurvy|Tumor,,,,,,0
Apium graveolens,Apio,,phytochemical,Tumor,Dr. Duke,,,Alterative|Anasarca|Anodyne|Antigalactogogue|Antiseptic|Apertif|Aphrodisiac|Arthritis|Baldness|Bruise|Calmative|Carminative|Colic|Deobstruent|Depurative|Digestive|Diuretic|Dropsy|Dysmenorrhea|Dyspepsia|Emmenagogue|Flux|Gout|Hoarseness|Melancholy|Metrorrhagia|Nervine|Poultice|Refrigerant|Resolvent|Rheumatism|Scurvy|Sedative|Sore|Stimulant|Stomachic|Tonic|Tumor|Tumor(Breast)|Wen,,pregnancy_caution,,,,0
Arethusa bulbosa,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Arisaema pentaphyllum,Ban Ha,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Arisaema thunbergii,Hu Chang,,phytochemical,Tumor,Dr. Duke,,,Abscess|Alterative|Analgesic|Anesthetic|Apoplexy|Bite(Bug)|Deobstruent|Discutient|Diuretic|Epilepsy|Expectorant|Hemiplegia|Poison|Spasm|Swelling|Tumor|Vulnerary,,general_toxicity,,,,0
Aristolochia mexicana,Aristoloquia,,phytochemical,Tumor,Dr. Duke,,,Bite(Snake)|Carminative|Neuralgia|Sialogogue|Spasm|Sternutatory|Stimulant|Sudorific|Tumor,,,,,,0
Aristolochia subclausa,Tlacopatli,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Aristotelia chilensis,Maqui,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Artemisia apiacea,Ch'Ing Hao,,phytochemical,Tumor,Dr. Duke,,,Abdomen|Alexiteric|Convulsion|Diarrhea|Dysentery|Dysuria|Epistaxis|Fever|Hidrosis|Jaundice|Leukemia|Malaria|Nausea|Night-Sweat|Piles|Polyp(Nose)|Polypus|Preventitive|Repellant(Insect)|Skin|Sting(Wasp)|Stomachic|Thirst|Tonic|Tuberculosis|Tumor|Vermifuge|Vertigo,,,,,,0
Artemisia maritima,Sea Wormswood,,phytochemical,Tumor,Dr. Duke,,,Ascaricide|Fatality|Stomachic|Tonic|Tumor|Vermifuge,,,,,,0
Arthropodium cirratum,Rengarenga,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Artocarpus altilis,Arvore De Pao,,phytochemical,Tumor,Dr. Duke,,,Anodyne|Boil|Burn|Diabetes|Fracture|Gout|Hypertension|Laxative|Oliguria|Rheumatism|Sore|Tumor,,,,,,0
Artocarpus heterophyllus,Jaqueira,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Astringent|Carbuncle|Caries|Demulcent|Laxative|Leprosy|Liqueur|Puerperium|Repellant(Insect)|Smallpox|Sore|Sterility|Stomach|Tumor,,,,,,0
Artocarpus pubescens,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Asarum europaeum,Asaroun,,phytochemical,Tumor,Dr. Duke,,,Diaphoretic|Diuretic|Emetic|Emmenagogue|Fever|Poison|Purgative|Sternutatory|Stimulant|Sudorific|Tumor,,general_toxicity;pregnancy_caution,,,,0
Asclepias lanuginosa,Cenantli,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Asclepias verticillata,Tepeacoxoyatl,,phytochemical,Tumor,Dr. Duke,,,Condyloma|Poison|Tumor,,general_toxicity,,,,0
Asperula odorata,Woodruff,,phytochemical,Tumor,Dr. Duke,,,Depurative|Diuretic|Sedative|Spasm|Stomachic|Tumor,,,,,,0
Asphodelus albus,Asphodel,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Asphodelus fistulosus,Asphodel,,phytochemical,Tumor,Dr. Duke,,,Diuretic|Poison|Tumor,,general_toxicity,,,,0
Asphodelus microcarpus,Asphodel,,phytochemical,Tumor,Dr. Duke,,,Ache(Ear)|Astringent|Diuretic|Glue|Paralysis|Tumor,,,,,,0
Astragalus hamosus,Devil'S Claws,,phytochemical,Tumor,Dr. Duke,,,Astringent|Carminative|Emetic|Tumor,,,,,,0
Astragalus scaberrimus,Tzu Hua Ti Ling,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Astronium urundeuva,Aroeira,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Atriplex hortensis,Orach,,phytochemical,Tumor,Dr. Duke,,,Diuretic|Emollient|Lung|Tumor,,,,,,0
Avena sativa,Avena,,phytochemical,Tumor,Dr. Duke,,,Demulcent|Diuretic|Nervine|Poison|Spasm|Stimulant|Tonic|Tumor|Tumor(Abdomen)|Vulnerary,,general_toxicity,,,,0
Avicennia nitida,Mangle Prieto,,phytochemical,Tumor,Dr. Duke,,,Diarrhea|Piles|Tumor|Wound,,,,,,0
Avicennia officinalis,"Mangrove,White",,phytochemical,Tumor,Dr. Duke,,,Boil|Medicinel|Poultice|Soap|Tumor,,,,,,0
Azadirachta indica,,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Alterative|Anthrax|Antiseptic|Astringent|Bite(Snake)|Boil|Burn|Carbuncle|Chancre|Cholera|Dentifrice|Deobstruent|Detersive|Diabetes|Diarrhea|Discutient|Eczema|Emollient|Febrifuge|Fever|Gingivitis|Insecticide|Intestine|Labor|Lactation|Laxative|Malaria|Measles|Nausea|Poison|Purgative|Pyorrhea|Rheumatism|Ringworm|Scald|Scrofula|Skin|Smallpox|Soap|Sore|Splenitis|Stimulant|Stomachic|Syphilis|Tonic|Tumor|Tumor(Abdomen)|Vermifuge,,general_toxicity,,,,0
Azorella sp,Yareta,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Azorella yareta,Timiche,,phytochemical,Tumor,Dr. Duke,,,Absorbent|Astringent|Tumor,,,,,,0
Baccharis glutinosa,Axixtlcotl,,phytochemical,Tumor,Dr. Duke,,,Ache(Head)|Collyrium|Contraceptive|Eye|Hemostat|Obesity|Poultice|Puerperium|Sore|Tumor,,,,,,0
Commiphora africanum,Bcamgh El Moql,,phytochemical,Tumor,Dr. Duke,,,Tumor|Tumor(Joint)|Vermifuge,,,,,,0
Commiphora mukul,Guggulu,,phytochemical,Tumor,Dr. Duke,,,Alterative|Antiseptic|Apertif|Astringent|Bronchitis|Caries|Carminative|Catarrh|Diaphoretic|Diuretic|Emmenagogue|Expectorant|Gingivitis|Hayfever|Hysteria|Inflammation|Laryngitis|Lochia|Mania|Pharyngitis|Phthisis|Pyorrhea|Rheumatism|Sedative|Sore|Sore(Throat)|Stimulant|Stomachic|Tonsillitis|Tumor|Uterotonic|Uterus|Wound,,pregnancy_caution,,,,0
Commiphora myrra,Murr,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Commiphora roxburghii,Camgh El Moql,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Triticum sp,Myrrh,,phytochemical,Tumor,Dr. Duke,,,Cyanogenetic|Sclerosis|Tumor,,,,,,0
Bambusa arundinacea,Tabashir,,phytochemical,Tumor,Dr. Duke,,,Aphrodisiac|Cold(Veterinary)|Cough(Veterinary)|Cyanogenetic|Demulcent|Fever|Flatulence|Jaundice|Larvicide|Pectoral|Poison|Tumor|Water,,general_toxicity,,,,0
Baptisia tinctoria,Indigoweed,,phytochemical,Tumor,Dr. Duke,,,Antiseptic|Astringent|Bruise|Cathartic|Emetic|Emmenagogue|Fever|Laxative|Medicine|Poultice|Purgative|Sore|Sore(Throat)|Tonic|Tumor|Typhus|Wound,,pregnancy_caution,,,,0
Barleria bispinosa,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Basella rubra,,,phytochemical,Tumor,Dr. Duke,,,Aperient|Boil|Conjunctivitis|Cosmetic|Laxative|Parturition|Poultice|Sore|Tumor|Urticaria,,,,,,0
Bastardia viscosa,Chivatera,,phytochemical,Tumor,Dr. Duke,,,Fistula|Leprosy|Tumor,,,,,,0
Bauhinia tomentosa,St Thomas Tree,,phytochemical,Tumor,Dr. Duke,,,Boil|Tumor,,,,,,0
Bauhinia variegata,,,phytochemical,Tumor,Dr. Duke,,,Alterative|Astringent|Dermatosis|Obesity|Parturition|Scrofula|Skin|Sore|Tonic|Tumor|Tumor(Abdomen)|Ulcer,,,,,,0
Begonia acutifolia,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Biophytum sensitivum,,,phytochemical,Tumor,Dr. Duke,,,Ache(Stomach)|Anaphrodisiac (Female)|Anodyne|Bilious|Burn|Chest|Collapse|Contraceptive(Male)|Convulsion|Diabetes|Diuretic|Fever|Fumitory|Gonorrhea|Lithiasis|Spasm|Thirst|Tuberculosis|Tumor|Vulnerary|Wound,,,,,,0
Bocconia arborea,Llorasangre,,phytochemical,Tumor,Dr. Duke,,,Ache(Tooth)|Analgesic|Anesthetic|Collyrium|Dropsy|Eruption|Jaundice|Sore|Tumor|Ulcer|Vulnerary|Wart,,,,,,0
Borago officinalis,Borraja,,phytochemical,Tumor,Dr. Duke,,,Corn|Cyanogenetic|Depurative|Diaphoretic|Diuretic|Emollient|Febrifuge|Fever|Laxative|Nervine|Pectoral|Spasm|Sudorific|Tumor|Urogenital,,,,,,0
Brosimum utile,Cowtree,,phytochemical,Tumor,Dr. Duke,,,Asthma|Inflammation|Lactogogue|Masticatory|Tumor,,,,,,0
Bryonopsis laciniosa,,,phytochemical,Tumor,Dr. Duke,,,Ache(Head)|Adenopathy|Ague|Anodyne|Asthma|Bite(Snake)|Boil|Bronchitis|Carbuncle|Cholera|Colic|Convulsion|Cough|Delirium|Fertility|Fever|Laxative|Megalospleny|Paralysis|Phthisis|Post-Natal|Repellant(Insect)|Sore|Swelling|Syphilis|Tongue|Tonic|Tuberculosis|Tumor,,,,,,0
Buddleja americana,,,phytochemical,Tumor,Dr. Duke,,,Ache(Head)|Analgesic|Anodyne|Aposteme|Burn|Cirrhosis|Diuretic|Dropsy|Hepatitis|Hypnotic|Rheumatism|Sore|Tetanus|Tumor|Wound,,,,,,0
Bupleurum rotundifolium,,,phytochemical,Tumor,Dr. Duke,,,Laxative|Rupture|Tumor|Vulnerary,,,,,,0
Bursera cuminata,Gum Caranna,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Bursera tecomaca,Yztacquauhxiotl,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Bursera tomentosa,Tacamahaca,,phytochemical,Tumor,Dr. Duke,,,Cicatrizant|Medicine|Sore|Tumor,,,,,,0
Byrsocarpus coccineus,Awennade,,phytochemical,Tumor,Dr. Duke,,,Ache(Ear)|Antidote|Emetic|Gonorrhea|Hemostat|Impotency|Jaundice|Piles|Poison|Sedative|Skin|Sore|Stomatitis|Swelling|Tumor|Urogenital|Venereal|Wound,,general_toxicity,,,,0
Caesalpinia pulcherrima,Cacalaca,,phytochemical,Tumor,Dr. Duke,,,Abortifacient|Astringent|Bechic|Catarrh|Cathartic|Cold|Convulsion|Cough|Diarrhea|Emmenagogue|Epilepsy|Erysipelas|Fever|Gargle|Gastromegaly|Gum|Inflammation|Insecticide|Laxative|Liver|Medicine|Mouth|Ophthalmia|Pectoral|Piscicide|Poison|Purgative|Skin|Sore|Sudorific|Swelling|Throat|Tonic|Tooth|Tumor|Ulcer|Venereal|Vermifuge|Vulnerary,,general_toxicity;pregnancy_caution,,,,0
Cajanus cajan,Shan Tou Ken,,phytochemical,Tumor,Dr. Duke,,,Abdomen|Antidote|Antidote(Fish)|Antidote(Manihot)|Astringent|Bite(Bat)|Bronchitis|Ciguatera|Cold|Colic|Convulsion|Cough|Dermatosis|Detersive|Diarrhea|Diuretic|Dysentery|Earache|Enteritis|Expectorant|Flu|Gargle|Jaundice|Laxative|Leprosy|Pectoral|Sedative|Soporific|Sore|Sore(Throat)|Stroke|Swelling|Tumor|Tumor(Abdomen)|Urticaria|Vermifuge|Vertigo|Vulnerary|Witchcraft,,,,,,0
Calliandra anomala,,,phytochemical,Tumor,Dr. Duke,,,Astringent|Chest|Cholera|Condyloma|Cough|Diarrhea|Eye|Fever|Inappetence|Inflammation|Malaria|Nausea|Ophthalmia|Tumor|Ulcer,,,,,,0
Callicarpa longifolia,,,phytochemical,Tumor,Dr. Duke,,,Colic|Diarrhea|Fever|Gastromegaly|Parturition|Piscicide|Poultice|Sprue|Swelling|Syphilis|Tumor,,,,,,0
Calonyction aculeatum,Liseron,,phytochemical,Tumor,Dr. Duke,,,Purgative|Tumor,,,,,,0
Calycotome villosa,Kandoul,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Canarium boivini,Ramy,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Canarium madagascariense,Ramy,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Canavalia obtusifolia,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Canna glauca,Muru,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Canna indica,Meeru,,phytochemical,Tumor,Dr. Duke,,,Antidote|Demulcent|Diaphoretic|Diuretic|Dropsy|Fever|Inflammation|Sore(Throat)|Sudorific|Tumor,,,,,,0
Centaurea acaulis,Ardjikna,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Capparis sp,,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Capparis thonningii,Humbug,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
Capparis twediana,Meloncillo,,phytochemical,Tumor,Dr. Duke,,,Tumor,,,,,,0
